1 0.589374 0.576250 0.000000 16097.3895477774 340.5686574622 9353.2407430047 5053.4578386328 1341.0221364846 8.1644639519 0.9357082414
2 0.672556 0.638503 0.000000 25322.6034076725 248.3088151095 14678.1923357001 8279.7208981206 2092.8851112144 19.5578654594 3.9383820705
3 0.590176 0.592123 0.000000 19010.7134033192 105.8155925794 11235.9751468828 6346.8768450724 1318.0442576441 3.5983731759 0.4031879655
4 0.514171 0.548944 0.000000 16235.6908030396 178.0805533620 9404.2499238019 5366.3438985174 1283.3457537994 3.3275452766 0.3431282817
5 0.637181 0.617775 0.000000 21099.2872964589 130.5603653231 12377.7480701152 7008.3699810092 1579.6906271111 2.6536871348 0.2645657668
6 0.495593 0.524785 0.000000 14386.0493301603 85.5376949921 8364.7385410700 4848.8558166983 1086.0688987776 0.7774728283 0.0709057960
7 0.587251 0.614156 0.000000 17222.8248820387 82.7024164197 10049.0178502142 5862.2332603878 1227.8386176195 0.9536854612 0.0790519403
8 0.598260 0.590286 0.000000 22647.1227160726 226.1085438664 12033.6944775155 7743.0029823206 2629.4796558991 12.8376938255 1.9993626451
9 0.541599 0.592242 0.000000 15565.4642646665 66.1004571489 8807.6883080133 5301.9197859221 1384.1721352334 4.9463920738 0.6371862796
10 0.458090 0.492093 0.000000 12304.0936859554 62.6071163900 6966.0641083996 4243.3227117161 1030.2746482755 1.6570182280 0.1680829511
11 0.628325 0.577678 0.000000 16067.0696646864 77.5868212899 9561.2301828681 5391.7636617604 1031.8137671853 3.9216321086 0.7535994824
12 0.520985 0.510094 0.000000 11269.2169990057 14.6505819975 6840.2842202506 3794.7881554275 619.1317339743 0.3393573260 0.0229500336
13 0.640164 0.587079 0.000000 15861.1322946957 9.2459296082 9643.6216640053 5389.8184681449 818.1585671542 0.2668579344 0.0208078543
14 0.414553 0.428991 0.000000 9635.1085639859 46.8902529791 5582.6174780793 3309.5091714265 695.5921858839 0.4702601560 0.0292154680
15 0.559805 0.558657 0.000000 13449.4727855711 6.0980704026 8066.7135401614 4602.9861156041 773.3619447127 0.2893119566 0.0238027383
